game_id,attendance,venue,officials
401620258,7638,Mohegan Sun Arena,Jeff Wooten|Angelica Suffren|Teresa Stuck
401620259,9878,Barclays Center,Isaac Barnett|Kevin Fahy|Kelly Broomfield
401620260,7035,Target Center,Fatou Cissoko-Stephens|Charles Watson|Tim Greene
401620261,17274,Gainbridge Fieldhouse,Jeff Smith|Gina Cross|Randy Richardson
401620262,3265,Gateway Center,Eric Brewton|Tyler Ricks|Jenna Reneau
401620265,10207,Mortgage Matchup Center,Randy Richardson|Angel Kent|Biniam Maru
401620263,17401,Barclays Center,Tim Greene|Tiara Cruse|Catherine Chang
401620264,7024,Target Center,Jeff Smith|Amy Bonner|Agon Abazi
401620266,5346,Mohegan Sun Arena,Fatou Cissoko-Stephens|Tiara Cruse|Catherine Chang
401620267,8277,Wintrust Arena,Charles Watson|Maj Forsberg|Angel Kent
401620268,8133,Climate Pledge Arena,Eric Brewton|Kevin Fahy|Gerda Gatling
401620269,6251,College Park Center,Roy Gulbeyan|Tim Greene|Sarah Williams
401620270,8104,crypto.com Arena,Marcy Williams|Isaac Barnett|Teresa Stuck
401620271,10000,Capital One Arena,Amy Bonner|Tyler Ricks|Jenna Reneau
401620272,3255,Gateway Center,Roy Gulbeyan|Biniam Maru|Paul Tuomey
401620273,20333,Capital One Arena,Jeff Wooten|Paul Tuomey|Kelly Broomfield
401620274,10380,Michelob ULTRA Arena,Marcy Williams|Isaac Barnett|Teresa Stuck
401620275,10123,crypto.com Arena,Charles Watson|Eric Brewton|Gerda Gatling
401620276,9052,Mortgage Matchup Center,Jeff Smith|Maj Forsberg|Sarah Williams
401620277,8910,Mohegan Sun Arena,Amy Bonner|Tim Greene|Agon Abazi
401620278,8804,Wintrust Arena,Gina Cross|Randy Richardson|Kevin Fahy
401620279,12477,Barclays Center,Eric Brewton|Randy Richardson|Gerda Gatling
401620280,5568,College Park Center,Isaac Barnett|Teresa Stuck|Kelly Broomfield
401620281,7121,Target Center,Roy Gulbeyan|Blanca Burns|Kevin Fahy
401620282,13900,crypto.com Arena,Maj Forsberg|Biniam Maru|Jenna Reneau
401620283,8910,Mohegan Sun Arena,Gina Cross|Eric Brewton|Angel Kent
401620284,3260,Gateway Center,Jeff Wooten|Teresa Stuck|Clare Simmons
401620285,10368,Michelob ULTRA Arena,Amy Bonner|Angelica Suffren|Gerda Gatling
401620286,8202,Climate Pledge Arena,Fatou Cissoko-Stephens|Randy Richardson|Agon Abazi
401620287,7815,Wintrust Arena,Jeff Smith|Isaac Barnett|Biniam Maru
401620288,16651,Gainbridge Fieldhouse,Charles Watson|Isaac Barnett|Kevin Fahy
401620289,5568,College Park Center,Amy Bonner|Jeff Wooten|Clare Simmons
401620290,9325,Mortgage Matchup Center,Fatou Cissoko-Stephens|Eric Brewton|Paul Tuomey
401620291,4200,CareFirst Arena,Roy Gulbeyan|Tiara Cruse|Gerda Gatling
401620292,8117,Target Center,Jeff Wooten|Charles Watson|Marcy Williams
401620293,5977,College Park Center,Angelica Suffren|Tyler Ricks|Kevin Fahy
401620294,10424,Michelob ULTRA Arena,
401620296,17274,Gainbridge Fieldhouse,Fatou Cissoko-Stephens|Eric Brewton|Jenna Reneau
401620295,9444,Mortgage Matchup Center,Roy Gulbeyan|Angelica Suffren|Charles Watson
401620297,3260,Gateway Center,Amy Bonner|Tiara Cruse|Ryan Sassano
401620298,8314,Target Center,Maj Forsberg|Randy Richardson|Catherine Chang
401620299,7853,Mohegan Sun Arena,Angelica Suffren|Paul Tuomey|Kelly Broomfield
401620300,9824,Mortgage Matchup Center,Marcy Williams|Teresa Stuck|Kevin Fahy
401620301,17274,Gainbridge Fieldhouse,Gina Cross|Tim Greene|Randy Richardson
401620302,8206,Target Center,Roy Gulbeyan|Angel Kent|Agon Abazi
401620303,10380,Michelob ULTRA Arena,Jeff Wooten|Marcy Williams|Biniam Maru
401620304,9025,Wintrust Arena,Isaac Barnett|Paul Tuomey|Kelly Broomfield
401620305,10955,Barclays Center,Maj Forsberg|Tyler Ricks|Clare Simmons
401620306,17575,State Farm Arena,Jeff Wooten|Tyler Ricks|Clare Simmons
401620307,10385,Michelob ULTRA Arena,Amy Bonner|Jenna Reneau|Sarah Williams
401620308,4200,CareFirst Arena,Eric Brewton|Randy Richardson|Agon Abazi
401620309,13639,Barclays Center,Fatou Cissoko-Stephens|Kevin Fahy|Biniam Maru
401620310,8769,Target Center,Tiara Cruse|Isaac Barnett|Paul Tuomey
401620311,3260,Gateway Center,Eric Brewton|Jenna Reneau|Sarah Williams
401620312,4200,CareFirst Arena,Jeff Wooten|Angel Kent|Clare Simmons
401620314,9935,Climate Pledge Arena,Jeff Smith|Maj Forsberg|Kelly Broomfield
401620313,9872,Wintrust Arena,Amy Bonner|Blanca Burns|Biniam Maru
401677672,7015,UBS Arena,Roy Gulbeyan|Angelica Suffren|Eric Brewton
401620315,6251,College Park Center,Fatou Cissoko-Stephens|Blanca Burns|Jenna Reneau
401620316,4200,CareFirst Arena,Eric Brewton|Biniam Maru|Paul Tuomey
401620317,9025,Wintrust Arena,Jeff Wooten|Agon Abazi|Gerda Gatling
401620318,18343,Climate Pledge Arena,Tiara Cruse|Randy Richardson|Catherine Chang
401620319,7008,Mohegan Sun Arena,Marcy Williams|Isaac Barnett|Clare Simmons
401620320,14363,Mortgage Matchup Center,Jeff Smith|Charles Watson|Sarah Williams
401620321,4200,CareFirst Arena,Fatou Cissoko-Stephens|Tim Greene|Tyler Ricks
401620322,9080,Climate Pledge Arena,Roy Gulbeyan|Gina Cross|Charles Watson
401620323,10823,Barclays Center,Jeff Wooten|Tiara Cruse|Catherine Chang
401620324,9025,Wintrust Arena,Randy Richardson|Tyler Ricks|Clare Simmons
401620325,17071,Mortgage Matchup Center,Isaac Barnett|Angel Kent|Kevin Fahy
401620326,8445,Mortgage Matchup Center,Roy Gulbeyan|Gina Cross|Agon Abazi
401620327,7202,Climate Pledge Arena,Marcy Williams|Angel Kent|Biniam Maru
401620328,10846,Barclays Center,Jeff Smith|Isaac Barnett|Paul Tuomey
401620329,3260,Gateway Center,Charles Watson|Tim Greene|Kelly Broomfield
401620330,20366,T-Mobile Arena,Roy Gulbeyan|Jeff Wooten|Marcy Williams
401620331,9164,crypto.com Arena,Angelica Suffren|Gina Cross|Ryan Sassano
401620332,6129,College Park Center,Randy Richardson|Kevin Fahy|Clare Simmons
401620333,7508,Target Center,Tim Greene|Marcy Williams|Eric Brewton
401620334,10376,Michelob ULTRA Arena,Jeff Smith|Agon Abazi|Catherine Chang
401620335,5872,College Park Center,Marcy Williams|Eric Brewton|Gerda Gatling
401620336,13840,crypto.com Arena,Randy Richardson|Clare Simmons|Sarah Williams
401620337,10725,Climate Pledge Arena,Tyler Ricks|Kevin Fahy|Agon Abazi
401620338,17274,Gainbridge Fieldhouse,Charles Watson|Tim Greene|Biniam Maru
401620339,7610,Target Center,Jeff Wooten|Angel Kent|Gerda Gatling
401620340,7527,Mohegan Sun Arena,Roy Gulbeyan|Gina Cross|Charles Watson
401620341,10369,Michelob ULTRA Arena,Angelica Suffren|Tyler Ricks|Kevin Fahy
401620342,11283,Climate Pledge Arena,Jeff Smith|Ryan Sassano|Sarah Williams
401620343,11618,crypto.com Arena,Eric Brewton|Kelly Broomfield|Catherine Chang
401620344,9533,crypto.com Arena,Charles Watson|Tim Greene|Tyler Ricks
401620345,8910,Mohegan Sun Arena,Angelica Suffren|Ryan Sassano|Kevin Fahy
401620346,17274,Gainbridge Fieldhouse,Isaac Barnett|Clare Simmons|Sarah Williams
401620347,9025,Wintrust Arena,Angel Kent|Paul Tuomey|Jenna Reneau
401620348,12500,Climate Pledge Arena,Roy Gulbeyan|Randy Richardson|Blanca Burns
401620349,11601,Mortgage Matchup Center,Jeff Wooten|Tiara Cruse|Gerda Gatling
401620350,17758,Barclays Center,Jeff Smith|Gina Cross|Tim Greene
401620351,3344,Gateway Center,Gina Cross|Isaac Barnett|Ryan Sassano
401620352,17274,Gainbridge Fieldhouse,Jeff Smith|Charles Watson|Tim Greene
401620353,8320,Climate Pledge Arena,Maj Forsberg|Tiara Cruse|Kelly Broomfield
401620354,9025,Wintrust Arena,Amy Bonner|Eric Brewton|Teresa Stuck
401620355,6251,College Park Center,Roy Gulbeyan|Kevin Fahy|Jenna Reneau
401620356,8910,Mohegan Sun Arena,
401620357,4200,CareFirst Arena,Amy Bonner|Charles Watson|Teresa Stuck
401620359,18978,Target Center,Angelica Suffren|Fatou Cissoko-Stephens|Agon Abazi
401620358,10036,Climate Pledge Arena,Tim Greene|Angel Kent|Catherine Chang
401620360,12586,Capital One Arena,Angelica Suffren|Marcy Williams|Clare Simmons
401620361,18724,crypto.com Arena,Isaac Barnett|Agon Abazi|Gerda Gatling
401620362,13694,Barclays Center,Fatou Cissoko-Stephens|Charles Watson|Tyler Ricks
401620363,10396,Michelob ULTRA Arena,Blanca Burns|Kevin Fahy|Jenna Reneau
401620364,15013,Target Center,Jeff Smith|Amy Bonner|Kelly Broomfield
401620365,6251,College Park Center,
401620458,16407,Mortgage Matchup Center,Jeff Wooten|Fatou Cissoko-Stephens|Kevin Fahy
401620366,9025,Wintrust Arena,Gina Cross|Randy Richardson|Tyler Ricks
401620367,7224,Target Center,Jeff Wooten|Maj Forsberg|Paul Tuomey
401620368,11120,crypto.com Arena,Fatou Cissoko-Stephens|Tim Greene|Jenna Reneau
401620369,3260,Gateway Center,Kevin Fahy|Biniam Maru|Sarah Williams
401620370,17274,Gainbridge Fieldhouse,Tiara Cruse|Eric Brewton|Paul Tuomey
401620371,6191,College Park Center,Angelica Suffren|Agon Abazi|Ashley Gloss
401620372,4200,CareFirst Arena,Gina Cross|Fatou Cissoko-Stephens|Randy Richardson
401620373,10397,Michelob ULTRA Arena,Maj Forsberg|Marcy Williams|Angel Kent
401620374,16551,crypto.com Arena,Jeff Wooten|Charles Watson|Clare Simmons
401620375,3330,Gateway Center,Randy Richardson|Blanca Burns|Gerda Gatling
401620377,17274,Gainbridge Fieldhouse,Roy Gulbeyan|Tyler Ricks|Jenna Reneau
401620376,10311,Michelob ULTRA Arena,Angelica Suffren|Tiara Cruse|Catherine Chang
401620378,14267,Mortgage Matchup Center,Maj Forsberg|Angel Kent|Agon Abazi
401620379,19125,TD Garden,Jeff Smith|Gina Cross|Tim Greene
401620380,11455,Barclays Center,Roy Gulbeyan|Amy Bonner|Ryan Sassano
401620381,4200,CareFirst Arena,Angelica Suffren|Eric Brewton|Catherine Chang|Catherine Chang
401620382,3260,Gateway Center,Roy Gulbeyan|Amy Bonner|Marcy Williams
401620383,10429,Michelob ULTRA Arena,Jeff Wooten|Isaac Barnett|Teresa Stuck
401620384,10986,Barclays Center,Tim Greene|Eric Brewton|Sarah Williams
401620385,3260,Gateway Center,Gina Cross|Eric Brewton|Isaac Barnett
401620386,8910,Mohegan Sun Arena,Roy Gulbeyan|Jeff Wooten|Sarah Williams
401620387,4200,CareFirst Arena,Amy Bonner|Blanca Burns|Kelly Broomfield
401620388,9124,Target Center,Fatou Cissoko-Stephens|Ashley Gloss|Catherine Chang
401620389,13098,Barclays Center,Maj Forsberg|Teresa Stuck|Blanca Burns
401620390,19023,Target Center,Charles Watson|Randy Richardson|Clare Simmons
401620391,9025,Wintrust Arena,Amy Bonner|Tim Greene|Angel Kent
401620392,5925,College Park Center,Jeff Wooten|Isaac Barnett|Catherine Chang
401620393,17608,State Farm Arena,Maj Forsberg|Kelly Broomfield|Ashley Gloss
401620394,10299,Mortgage Matchup Center,Fatou Cissoko-Stephens|Tiara Cruse|Tyler Ricks
401620395,9535,Climate Pledge Arena,Roy Gulbeyan|Teresa Stuck|Jenna Reneau
401620396,6251,College Park Center,Maj Forsberg|Biniam Maru|Kelly Broomfield
401620397,17274,Gainbridge Fieldhouse,Gina Cross|Kevin Fahy|Jenna Reneau
401620398,8763,Wintrust Arena,Charles Watson|Marcy Williams|Isaac Barnett
401620399,10403,crypto.com Arena,Roy Gulbeyan|Randy Richardson|Teresa Stuck
401620400,9482,Mortgage Matchup Center,Angelica Suffren|Eric Brewton|Catherine Chang
401620401,9228,Climate Pledge Arena,Amy Bonner|Fatou Cissoko-Stephens|Tyler Ricks
401620402,9445,Wintrust Arena,Angelica Suffren|Tiara Cruse|Agon Abazi
401620403,5581,College Park Center,Roy Gulbeyan|Amy Bonner|Gina Cross
401620404,10397,Michelob ULTRA Arena,Jeff Smith|Tim Greene|Gerda Gatling
401620405,15800,Climate Pledge Arena,Jeff Wooten|Paul Tuomey|Kelly Broomfield
401620406,4200,CareFirst Arena,Tyler Ricks|Angel Kent|Ashley Gloss
401620407,8910,Mohegan Sun Arena,Fatou Cissoko-Stephens|Tiara Cruse
401620408,8421,Target Center,Randy Richardson|Kevin Fahy|Kelly Broomfield
401620409,6251,College Park Center,Jeff Smith|Tim Greene|Sarah Williams
401620411,13981,Mortgage Matchup Center,Amy Bonner|Gina Cross|Blanca Burns
401620410,11165,crypto.com Arena,Angelica Suffren|Isaac Barnett|Paul Tuomey
401620412,7454,Mohegan Sun Arena,Isaac Barnett|Teresa Stuck|Kevin Fahy
401620413,5129,College Park Center,Randy Richardson|Biniam Maru|Jenna Reneau
401620414,18394,T-Mobile Arena,Roy Gulbeyan|Fatou Cissoko-Stephens|Paul Tuomey
401620415,7639,Mortgage Matchup Center,Jeff Wooten|Tiara Cruse|Kelly Broomfield
401620416,16645,Gainbridge Fieldhouse,Eric Brewton|Ryan Sassano|Angel Kent
401620417,10873,Barclays Center,Jeff Smith|Tim Greene|Marcy Williams
401620418,7709,Mortgage Matchup Center,Roy Gulbeyan|Paul Tuomey|Agon Abazi
401620419,3260,Gateway Center,Charles Watson|Kevin Fahy|Gerda Gatling
401620420,8910,Mohegan Sun Arena,Tim Greene|Ryan Sassano|Clare Simmons
401620421,17274,Gainbridge Fieldhouse,Jeff Wooten|Angelica Suffren|Marcy Williams
401620422,9025,Wintrust Arena,Tyler Ricks|Teresa Stuck|Jenna Reneau
401620423,14066,Climate Pledge Arena,Gina Cross|Randy Richardson|Blanca Burns
401620424,4200,CareFirst Arena,Jeff Smith|Tim Greene|Sarah Williams
401620425,17274,Gainbridge Fieldhouse,Roy Gulbeyan|Teresa Stuck|Agon Abazi
401620426,15393,Barclays Center,Angelica Suffren|Eric Brewton|Kevin Fahy
401620427,8704,Wintrust Arena,Fatou Cissoko-Stephens|Marcy Williams|Isaac Barnett
401620428,10627,crypto.com Arena,Jeff Wooten|Randy Richardson|Blanca Burns
401620429,3260,Gateway Center,Fatou Cissoko-Stephens|Eric Brewton|Jenna Reneau
401620430,5157,College Park Center,Angel Kent|Teresa Stuck|Agon Abazi
401620431,8253,crypto.com Arena,Roy Gulbeyan|Angelica Suffren|Catherine Chang
401620432,17274,Gainbridge Fieldhouse,Tiara Cruse|Tyler Ricks|Paul Tuomey
401620433,7948,Wintrust Arena,Charles Watson|Randy Richardson|Ashley Gloss
401620434,9561,crypto.com Arena,Jeff Smith|Tim Greene|Clare Simmons
401620435,5384,College Park Center,Jeff Wooten|Angelica Suffren|Gina Cross
401620436,3260,Gateway Center,Amy Bonner|Angel Kent|Blanca Burns
401620437,17274,Gainbridge Fieldhouse,Roy Gulbeyan|Marcy Williams|Ashley Gloss
401620438,5728,College Park Center,Eric Brewton|Randy Richardson|Tyler Ricks
401620439,8810,Target Center,Jeff Wooten|Maj Forsberg|Kelly Broomfield
401620440,14190,Mortgage Matchup Center,Tim Greene|Isaac Barnett|Clare Simmons
401620441,17274,Gainbridge Fieldhouse,Amy Bonner|Maj Forsberg|Biniam Maru
401620442,14246,Barclays Center,Isaac Barnett|Tyler Ricks|Kevin Fahy
401620443,4200,CareFirst Arena,Angelica Suffren|Tim Greene|Ryan Sassano
401620444,8577,Wintrust Arena,Marcy Williams|Eric Brewton|Angel Kent
401620445,10431,Michelob ULTRA Arena,Gina Cross|Fatou Cissoko-Stephens|Randy Richardson
401620446,11301,Climate Pledge Arena,Jeff Wooten|Tiara Cruse|Jenna Reneau
401620447,8174,Mohegan Sun Arena,Amy Bonner|Maj Forsberg|Angel Kent
401620448,4200,CareFirst Arena,Roy Gulbeyan|Tiara Cruse|Paul Tuomey
401620449,3355,Gateway Center,Jeff Wooten|Isaac Barnett|Teresa Stuck
401620451,14298,Climate Pledge Arena,Angelica Suffren|Eric Brewton|Ryan Sassano
401620450,11294,crypto.com Arena,Gina Cross|Fatou Cissoko-Stephens|Randy Richardson
401620452,8092,Mohegan Sun Arena,Jeff Smith|Tiara Cruse|Eric Brewton
401620453,12721,Barclays Center,Amy Bonner|Charles Watson|Randy Richardson
401620454,20711,Capital One Arena,Fatou Cissoko-Stephens|Isaac Barnett|Teresa Stuck
401620455,7908,Target Center,Roy Gulbeyan|Angelica Suffren|Clare Simmons
401620456,10376,Michelob ULTRA Arena,Jeff Wooten|Tim Greene|Blanca Burns
401620457,11333,Mortgage Matchup Center,Maj Forsberg|Kevin Fahy|Paul Tuomey
401721255,12115,Barclays Center,Amy Bonner|Jeff Wooten|Isaac Barnett|Biniam Maru
401721253,8910,Mohegan Sun Arena,Roy Gulbeyan|Fatou Cissoko-Stephens|Marcy Williams|Jenna Reneau
401721261,8524,Target Center,Charles Watson|Maj Forsberg|Tim Greene|Teresa Stuck
401721256,10369,Michelob ULTRA Arena,Tiara Cruse|Eric Brewton|Angel Kent|Clare Simmons
401721258,11003,Barclays Center,Roy Gulbeyan|Gina Cross|Fatou Cissoko-Stephens|Biniam Maru
401721262,10370,Michelob ULTRA Arena,Maj Forsberg|Tim Greene|Randy Richardson|Clare Simmons
401721254,8910,Mohegan Sun Arena,Jeff Wooten|Angelica Suffren|Marcy Williams|Isaac Barnett
401721260,8769,Target Center,Charles Watson|Tiara Cruse|Eric Brewton|Kevin Fahy
401724938,14015,Barclays Center,Angelica Suffren|Gina Cross|Eric Brewton|Kevin Fahy
401725075,8506,Target Center,Roy Gulbeyan|Maj Forsberg|Angel Kent|Teresa Stuck
401724939,14321,Barclays Center,Jeff Wooten|Maj Forsberg|Randy Richardson|Teresa Stuck
401725076,8796,Target Center,Gina Cross|Tim Greene|Isaac Barnett|Jenna Reneau
401725077,8268,Mohegan Sun Arena,Jeff Wooten|Fatou Cissoko-Stephens|Eric Brewton
401724940,10369,Michelob ULTRA Arena,Roy Gulbeyan|Tiara Cruse|Angel Kent|Jenna Reneau
401724941,10374,Michelob ULTRA Arena,Jeff Wooten|Fatou Cissoko-Stephens|Maj Forsberg|Tim Greene
401725078,7849,Mohegan Sun Arena,Angelica Suffren|Tiara Cruse|Isaac Barnett|Randy Richardson
401725079,8769,Target Center,Roy Gulbeyan|Fatou Cissoko-Stephens|Tim Greene|Tiara Cruse
401726988,17732,Barclays Center,Fatou Cissoko-Stephens|Eric Brewton|Isaac Barnett|Jenna Reneau
401726989,18046,Barclays Center,Roy Gulbeyan|Fatou Cissoko-Stephens|Tiara Cruse|Randy Richardson
401726990,19521,Target Center,Angelica Suffren|Maj Forsberg|Tim Greene|Randy Richardson
401726991,19210,Target Center,Tiara Cruse|Eric Brewton|Isaac Barnett|Randy Richardson
401726992,18090,Barclays Center,Roy Gulbeyan|Maj Forsberg|Tim Greene|Isaac Barnett
401761558,7602,Purcell Pavilion,Isaac Barnett|Paul Tuomey|Catherine Chang
401761346,6373,Pete Maravich Assembly Center,Jeff Smith|Eric Brewton|Ryan Sassano
401761353,12461,Gainbridge Fieldhouse,Biniam Maru|Clare Simmons|Sarah Williams
401761354,14998,Carver-Hawkeye Arena,Angelica Suffren|Isaac Barnett|Ryan Sassano
401761349,7153,Climate Pledge Arena,Michael Price|Maj Forsberg|Tyler Mirkovich
401761347,4688,Wintrust Arena,Angelica Suffren|Biniam Maru|Kelsey Reynolds
401761351,17428,Chase Center,Jeff Wooten|Randy Richardson|Jason Alabanza
401761355,8637,Michelob ULTRA Arena,Roy Gulbeyan|Charles Watson|Tyler Mirkovich
401761344,4200,CareFirst Arena,Angel Kent|Kevin Fahy|Gerda Gatling
401765028,8395,Barclays Center,Randy Richardson|Kevin Fahy|Paul Tuomey
401761345,3265,Gateway Center,Tim Greene|Blanca Burns|Sarah Williams
401761348,7615,Target Center,Tiara Cruse|Teresa Stuck|Kelsey Reynolds
401761350,6251,College Park Center,Angel Kent|Clare Simmons|Gerda Gatling
401761352,6430,Mortgage Matchup Center,Jeff Wooten|Charles Watson|Jason Alabanza
401765029,12364,Matthew Knight Arena,Maj Forsberg|Agon Abazi|Kelly Broomfield
401736112,4200,CareFirst Arena,Charles Watson|Blanca Burns|Kevin Fahy
401736113,6251,College Park Center,Marcy Williams|Randy Richardson|Gerda Gatling
401736114,18064,Chase Center,Angelica Suffren|Eric Brewton|Angel Kent
401736116,17344,Barclays Center,Jeff Wooten|Maj Forsberg|Ashley Gloss
401736115,17274,Gainbridge Fieldhouse,Roy Gulbeyan|Tiara Cruse|Jenna Reneau
401736117,10623,Mortgage Matchup Center,Angelica Suffren|Angel Kent|Jason Alabanza
401736118,7834,Mohegan Sun Arena,Jeff Wooten|Fatou Cissoko-Stephens|Tyler Mirkovich
401736119,11170,crypto.com Arena,Isaac Barnett|Kelly Broomfield|Catherine Chang
401736120,6137,College Park Center,Jenna Reneau|Sarah Williams|Ashley Gloss
401736121,8179,Mohegan Sun Arena,Charles Watson|Clare Simmons|Gerda Gatling
401736122,16269,Gainbridge Fieldhouse,Tim Greene|Randy Richardson|Jason Alabanza
401736123,12772,Target Center,Angelica Suffren|Tiara Cruse|Teresa Stuck
401736124,18064,Chase Center,Roy Gulbeyan|Agon Abazi|Catherine Chang
401736125,8024,Mortgage Matchup Center,Eric Brewton|Kevin Fahy|Sarah Williams
401736126,17044,State Farm Arena,Angel Kent|Blanca Burns|Jenna Reneau
401736127,9025,Wintrust Arena,Randy Richardson|Tyler Mirkovich|Teresa Stuck
401736128,8224,Target Center,Michael Price|Randy Richardson|Kelsey Reynolds
401736129,10509,Michelob ULTRA Arena,Jeff Wooten|Biniam Maru|Sarah Williams
401736130,10857,crypto.com Arena,Charles Watson|Tim Greene|Ashley Gloss
401736131,9091,Climate Pledge Arena,Fatou Cissoko-Stephens|Maj Forsberg|Catherine Chang
401736132,17274,Gainbridge Fieldhouse,Angelica Suffren|Ryan Sassano|Agon Abazi
401736133,3265,Gateway Center,Jeff Smith|Eric Brewton|Tyler Mirkovich
401736134,3265,Gateway Center,Jeff Wooten|Biniam Maru|Gerda Gatling
401736135,11422,crypto.com Arena,Fatou Cissoko-Stephens|Maj Forsberg|Sarah Williams
401736136,10065,Mortgage Matchup Center,Michael Price|Kelly Broomfield|Ashley Gloss
401736137,10634,Climate Pledge Arena,Charles Watson|Tim Greene|Jenna Reneau
401736138,8910,Mohegan Sun Arena,Angel Kent|Kevin Fahy|Kelly Broomfield
401736139,14774,Barclays Center,Isaac Barnett|Ryan Sassano|Teresa Stuck
401736140,7808,Target Center,Jeff Wooten|Tyler Mirkovich|Catherine Chang
401736141,10797,crypto.com Arena,Agon Abazi|Jenna Reneau|Jason Alabanza
401736142,8818,Mortgage Matchup Center,Charles Watson|Tim Greene|Blanca Burns
401736143,11183,CFG Bank Arena,Jeff Smith|Roy Gulbeyan|Clare Simmons
401736144,14951,Barclays Center,Blanca Burns|Kevin Fahy|Sarah Williams
401736145,9025,Wintrust Arena,Roy Gulbeyan|Biniam Maru|Catherine Chang
401736146,16213,Gainbridge Fieldhouse,Charles Watson|Teresa Stuck|Catherine Chang
401736147,4200,CareFirst Arena,Tim Greene|Eric Brewton|Gerda Gatling
401736148,10504,Michelob ULTRA Arena,Angelica Suffren|Randy Richardson|Clare Simmons
401736149,9043,Mortgage Matchup Center,Isaac Barnett|Agon Abazi|Jenna Reneau
401736150,9666,Climate Pledge Arena,Michael Price|Angel Kent|Kelly Broomfield
401736151,6251,College Park Center,Isaac Barnett|Ryan Sassano|Ashley Gloss
401736152,17415,Barclays Center,Fatou Cissoko-Stephens|Marcy Williams|Jason Alabanza
401736153,11033,crypto.com Arena,Jeff Wooten|Tiara Cruse|Angel Kent
401736154,10201,Climate Pledge Arena,Roy Gulbeyan|Blanca Burns|Agon Abazi
401736155,18064,Chase Center,Angelica Suffren|Clare Simmons|Gerda Gatling
401736156,16013,Gainbridge Fieldhouse,Biniam Maru|Kelsey Reynolds|Ashley Gloss
401736157,8772,Target Center,Tim Greene|Eric Brewton|Teresa Stuck
401736158,10252,Climate Pledge Arena,Jeff Wooten|Tiara Cruse|Clare Simmons
401736159,4200,CareFirst Arena,Maj Forsberg|Ryan Sassano|Sarah Williams
401736160,9943,Mortgage Matchup Center,Roy Gulbeyan|Tiara Cruse|Jason Alabanza
401736161,8078,Mohegan Sun Arena,Tyler Mirkovich|Clare Simmons|Ashley Gloss
401736162,6007,College Park Center,Charles Watson|Eric Brewton|Kelsey Reynolds
401736163,18064,Chase Center,Isaac Barnett|Randy Richardson|Teresa Stuck
401736164,19496,United Center,Maj Forsberg|Marcy Williams|Agon Abazi
401736165,9876,Mortgage Matchup Center,Blanca Burns|Kevin Fahy|Biniam Maru
401736166,4200,CareFirst Arena,Angelica Suffren|Tiara Cruse|Angel Kent
401736167,6162,College Park Center,Jeff Smith|Roy Gulbeyan|Jenna Reneau
401736168,10921,crypto.com Arena,Blanca Burns|Biniam Maru|Jenna Reneau
401736169,3265,Gateway Center,Roy Gulbeyan|Tiara Cruse|Kevin Fahy
401736170,16081,Barclays Center,Angelica Suffren|Isaac Barnett|Angel Kent
401736171,10417,Michelob ULTRA Arena,Michael Price|Fatou Cissoko-Stephens|Jason Alabanza
401736172,13001,Mortgage Matchup Center,Marcy Williams|Eric Brewton|Kelly Broomfield
401736173,9722,Climate Pledge Arena,Maj Forsberg|Ryan Sassano|Teresa Stuck
401736174,3296,Gateway Center,Gina Cross|Jenna Reneau|Jason Alabanza
401736175,10428,Michelob ULTRA Arena,Ashley Gloss|Catherine Chang|Sarah Williams
401736176,10810,Target Center,Roy Gulbeyan|Blanca Burns|Kevin Fahy
401736177,17274,Gainbridge Fieldhouse,Angelica Suffren|Tim Greene|Biniam Maru
401736178,18064,Chase Center,Michael Price|Charles Watson|Agon Abazi
401736182,16284,Gainbridge Fieldhouse,Blanca Burns|Jenna Reneau|Ashley Gloss
401736183,15149,Barclays Center,Michael Price|Eric Brewton|Gerda Gatling
401736184,7579,Wintrust Arena,Angelica Suffren|Biniam Maru|Clare Simmons
401736185,6061,College Park Center,Gina Cross|Angel Kent|Kevin Fahy
401736186,8802,Target Center,Fatou Cissoko-Stephens|Ryan Sassano|Jason Alabanza
401736187,10581,crypto.com Arena,Amy Bonner|Maj Forsberg|Kelsey Reynolds
401736188,7864,Mohegan Sun Arena,Isaac Barnett|Randy Richardson|Gerda Gatling
401736189,16383,Barclays Center,Marcy Williams|Jenna Reneau|Jason Alabanza
401736190,18064,Chase Center,Amy Bonner|Ryan Sassano|Kelsey Reynolds
401736191,3265,Gateway Center,Randy Richardson|Tyler Mirkovich|Blanca Burns
401736192,8910,Mohegan Sun Arena,Charles Watson|Jenna Reneau|Jason Alabanza
401736193,10428,Michelob ULTRA Arena,Jeff Smith|Gina Cross|Eric Brewton
401736194,7291,Wintrust Arena,Maj Forsberg|Isaac Barnett|Ashley Gloss
401736195,8777,Target Center,Angel Kent|Biniam Maru|Clare Simmons
401736196,3283,Gateway Center,Amy Bonner|Ryan Sassano|Kelsey Reynolds
401736197,4200,CareFirst Arena,Maj Forsberg|Marcy Williams|Agon Abazi
401736198,18547,T-Mobile Arena,Charles Watson|Tim Greene|Tiara Cruse
401736199,12500,Climate Pledge Arena,Randy Richardson|Catherine Chang|Gerda Gatling
401736200,18064,Chase Center,Jeff Smith|Gina Cross|Eric Brewton
401736201,4200,CareFirst Arena,Fatou Cissoko-Stephens|Isaac Barnett|Kelly Broomfield
